8,868,US,USA,United States,1,meter-gauge-1xbYRYcj,51,68.161.225.1,38.0,green,-97.0,Celsius,34,1458444054093
7,1473,NO,NOR,Norway,2,sensor-pad-2n2Pea,70,213.161.254.1,62.47,red,6.15,Celsius,11,1458444054119
2,1556,IT,ITA,Italy,3,device-mac-36TWSKiT,44,88.36.5.1,42.83,red,12.83,Celsius,19,1458444054120
6,1080,US,USA,United States,4,sensor-pad-4mzWkz,32,66.39.173.154,44.06,yellow,-121.32,Celsius,28,1458444054121
4,931,PH,PHL,Philippines,5,therm-stick-5gimpUrBB,62,203.82.41.9,14.58,green,120.97,Celsius,25,1458444054122
3,1210,US,USA,United States,6,sensor-pad-6al7RTAobR,51,204.116.105.67,35.93,yellow,-85.46,Celsius,27,1458444054122
3,1129,CN,CHN,China,7,meter-gauge-7GeDoanM,26,220.173.179.1,22.82,yellow,108.32,Celsius,18,1458444054123
0,1536,JP,JPN,Japan,8,sensor-pad-8xUD6pzsQI,35,210.173.177.1,35.69,red,139.69,Celsius,27,1458444054123
3,807,JP,JPN,Japan,9,device-mac-9GcjZ2pw,85,118.23.68.227,35.69,green,139.69,Celsius,13,1458444054124
7,1470,US,USA,United States,10,sensor-pad-10BsywSYUF,56,208.109.163.218,33.61,red,-111.89,Celsius,26,1458444054125
3,1544,IT,ITA,Italy,11,meter-gauge-11dlMTZty,85,88.213.191.34,42.83,red,12.83,Celsius,16,1458444054125
0,1260,US,USA,United States,12,sensor-pad-12Y2kIm0o,92,68.28.91.22,38.0,yellow,-97.0,Celsius,12,1458444054126
6,1007,IN,IND,India,13,meter-gauge-13GrojanSGBz,92,59.144.114.250,28.6,yellow,77.2,Celsius,13,1458444054127
1,1346,NO,NOR,Norway,14,sensor-pad-14QL93sBR0j,90,193.156.90.200,59.95,yellow,10.75,Celsius,16,1458444054127
9,1259,US,USA,United States,15,device-mac-15se6mZ,70,67.185.72.1,47.41,yellow,-122.0,Celsius,13,1458444054128
4,1425,US,USA,United States,16,sensor-pad-16aXmIJZtdO,53,68.85.85.106,38.0,red,-97.0,Celsius,15,1458444054128
0,1466,US,USA,United States,17,meter-gauge-17zb8Fghhl,98,161.188.212.254,39.95,red,-75.16,Celsius,31,1458444054129
4,1096,CN,CHN,China,18,sensor-pad-18XULN9Xv,25,221.3.128.242,25.04,yellow,102.72,Celsius,31,1458444054130
9,1531,US,USA,United States,19,meter-gauge-19eg1BpfCO,75,64.124.180.215,38.0,red,-97.0,Celsius,29,1458444054130
7,1155,US,USA,United States,20,sensor-pad-20gFNfBgqr,33,66.153.162.66,33.94,yellow,-78.92,Celsius,10,1458444054131
5,939,AT,AUT,Austria,21,device-mac-21sjz5h,44,193.200.142.254,48.2,green,16.37,Celsius,30,1458444054131
7,1522,JP,JPN,Japan,22,sensor-pad-22oWV2D,58,221.113.129.83,35.69,red,139.69,Celsius,24,1458444054132
5,1245,IN,IND,India,23,meter-gauge-230IupA,47,59.90.65.1,12.98,yellow,77.58,Celsius,23,1458444054133
8,1511,CA,CAN,Canada,24,sensor-pad-24PytzD00Cp,73,69.90.67.1,43.85,red,-79.33,Celsius,28,1458444054133
4,880,US,USA,United States,25,therm-stick-25kK6VyzIFB,78,24.154.45.90,41.1,green,-80.76,Celsius,27,1458444054134
9,1300,JP,JPN,Japan,26,sensor-pad-26rAyCZQOQH9,27,210.158.147.11,35.69,yellow,139.69,Celsius,10,1458444054135
5,1597,KR,KOR,Republic of Korea,27,device-mac-27P5wf2,73,218.239.168.1,37.57,red,126.98,Celsius,10,1458444054135
3,1502,KR,KOR,Republic of Korea,28,sensor-pad-28Tsudcoikw,64,211.238.224.77,37.29,red,127.01,Celsius,25,1458444054136
6,1095,NL,NLD,Netherlands,29,meter-gauge-29lyNVxIS,69,83.98.224.49,52.37,yellow,4.9,Celsius,15,1458444054137
6,992,US,USA,United States,30,sensor-pad-30FC7VCyFp0i,46,66.225.253.47,41.85,green,-87.65,Celsius,14,1458444054137
5,979,ES,ESP,Spain,31,meter-gauge-31bcRD8TqXry,48,80.251.64.1,40.4,green,-3.68,Celsius,11,1458444054138
8,1262,US,USA,United States,32,sensor-pad-329KFvY,30,128.83.9.146,30.3,yellow,-97.74,Celsius,19,1458444054139
3,835,RU,RUS,Russia,33,device-mac-33B94GfPzi,30,178.23.147.134,55.75,green,37.62,Celsius,15,1458444054139
7,940,RU,RUS,Russia,34,sensor-pad-34F1Jubre3B,89,80.255.179.78,57.62,green,39.86,Celsius,27,1458444054140
7,1131,CN,CHN,China,35,therm-stick-35Lg804z,35,124.164.2.186,35.0,yellow,105.0,Celsius,21,1458444054141
1,1305,CY,CYP,Cyprus,36,sensor-pad-36VQv8fnEg,47,213.7.14.1,35.0,yellow,33.0,Celsius,24,1458444054141
5,881,JP,JPN,Japan,37,meter-gauge-3773dlrR,76,211.128.96.230,35.69,green,139.69,Celsius,10,1458444054142
5,1345,FR,FRA,France,38,sensor-pad-38hWAVaS,90,193.51.189.61,48.86,yellow,2.35,Celsius,16,1458444054143
2,908,CN,CHN,China,39,device-mac-39iklYVtvBT,84,218.7.15.1,45.75,green,126.65,Celsius,17,1458444054144
2,1224,FR,FRA,France,40,sensor-pad-40NjeMqS,27,188.7.9.1,49.17,yellow,6.19,Celsius,34,1458444054145
6,1200,IT,ITA,Italy,41,meter-gauge-41oj7N18qG8s,77,212.103.205.250,42.83,yellow,12.83,Celsius,20,1458444054146
7,1313,ES,ESP,Spain,42,sensor-pad-42I0jjE,40,62.82.3.66,41.39,yellow,2.16,Celsius,20,1458444054147
2,913,ES,ESP,Spain,43,meter-gauge-43RYonsvaW,39,80.81.64.142,40.4,green,-3.68,Celsius,12,1458444054148
0,917,DE,DEU,Germany,44,sensor-pad-448DeWGL,63,62.128.16.74,49.46,green,11.1,Celsius,27,1458444054149
4,985,IT,ITA,Italy,45,device-mac-45fN2COZF4cM,74,213.140.20.230,42.83,green,12.83,Celsius,26,1458444054149
8,857,US,USA,United States,46,sensor-pad-46MiQ33UDaaa,63,65.5.48.253,36.17,green,-86.78,Celsius,12,1458444054150
3,1454,UA,UKR,Ukraine,47,meter-gauge-47WsF9s8,90,195.178.145.209,50.45,red,30.52,Celsius,29,1458444054151
9,986,FR,FRA,France,48,sensor-pad-48jt4eL,97,90.37.208.1,43.88,green,4.9,Celsius,31,1458444054151
4,967,US,USA,United States,49,meter-gauge-49YesGXwt,70,170.37.224.1,42.28,green,-71.44,Celsius,25,1458444054152
6,1217,DE,DEU,Germany,50,sensor-pad-50g2ukc,69,62.153.177.73,51.0,yellow,9.0,Celsius,29,1458444054152
5,921,GB,GBR,United Kingdom,51,device-mac-51iy02vXU,64,146.97.40.113,51.5,green,-0.13,Celsius,13,1458444054153
2,1032,US,USA,United States,52,sensor-pad-52eFObBC,34,72.49.128.1,38.0,yellow,-97.0,Celsius,10,1458444054153
8,1446,SE,SWE,Sweden,53,meter-gauge-534fDwDPf,68,80.89.168.34,59.33,red,18.07,Celsius,20,1458444054154
8,1436,US,USA,United States,54,sensor-pad-5410CWPrNb6,73,204.15.64.249,32.89,red,-117.13,Celsius,34,1458444054155
7,997,CN,CHN,China,55,therm-stick-55kEAHLqWn0,29,124.160.81.22,30.29,green,120.16,Celsius,18,1458444054156
5,1038,TH,THA,Thailand,56,sensor-pad-564BJDqo,67,203.130.148.41,13.75,yellow,100.47,Celsius,30,1458444054157
6,1503,US,USA,United States,57,device-mac-57tRB0uMlvSb,40,64.246.146.13,42.66,red,-73.75,Celsius,22,1458444054158
4,1105,MX,MEX,Mexico,58,sensor-pad-58HgZVw0,96,200.76.250.4,32.53,yellow,-117.02,Celsius,14,1458444054159
8,1242,GB,GBR,United Kingdom,59,meter-gauge-59yhdg6rHM,26,86.189.54.129,51.5,yellow,-0.13,Celsius,33,1458444054159
6,1206,DE,DEU,Germany,60,sensor-pad-60z8B04PJh,80,134.61.64.1,51.45,yellow,7.02,Celsius,23,1458444054160
7,1160,FR,FRA,France,61,meter-gauge-61NehO8Msi,93,86.198.202.1,48.86,yellow,2.35,Celsius,16,1458444054160
3,1082,US,USA,United States,62,sensor-pad-62fH8oKr8aiT,31,151.198.215.1,38.0,yellow,-97.0,Celsius,27,1458444054161
4,1090,US,USA,United States,63,device-mac-63GL4xSaZbj,91,66.198.198.1,44.56,yellow,-105.67,Celsius,31,1458444054162
3,1524,US,USA,United States,64,sensor-pad-64djcIn,55,38.99.198.186,38.0,red,-97.0,Celsius,12,1458444054162
