4,1153,JP,JPN,Japan,132398,sensor-pad-132398TkjTFS,65,203.99.242.97,35.69,yellow,139.75,Celsius,16,1458444059019
6,1254,FR,FRA,France,132399,device-mac-132399x8ojt,55,213.200.97.66,48.86,yellow,2.35,Celsius,30,1458444059019
3,891,US,USA,United States,132400,sensor-pad-132400Lq9yEXtb,51,38.96.10.250,32.72,green,-117.16,Celsius,19,1458444059019
7,1159,US,USA,United States,132401,meter-gauge-132401UG1aJ6qYgL,99,162.6.215.1,38.86,yellow,-77.19,Celsius,29,1458444059019
1,921,JP,JPN,Japan,132402,sensor-pad-132402K4PDLqim,33,222.6.227.1,35.69,green,139.69,Celsius,15,1458444059019
2,1192,US,USA,United States,132403,meter-gauge-1324034dO96e,32,66.35.202.58,38.65,yellow,-90.53,Celsius,25,1458444059019
5,995,NL,NLD,Netherlands,132404,sensor-pad-132404GvKsPa,25,195.206.68.41,52.37,green,4.9,Celsius,20,1458444059019
3,902,BG,BGR,Bulgaria,132405,device-mac-132405DCYVP6,34,78.142.32.2,42.7,green,23.33,Celsius,16,1458444059019
0,1368,AU,AUS,Australia,132406,sensor-pad-1324065t4kwBdZC,27,198.142.56.2,-27.0,yellow,133.0,Celsius,15,1458444059019
0,953,US,USA,United States,132407,meter-gauge-132407we70s,75,98.142.36.2,43.2,green,-124.12,Celsius,13,1458444059019
5,1078,CN,CHN,China,132408,sensor-pad-132408bVvstZH,78,211.137.1.1,35.0,yellow,105.0,Celsius,23,1458444059019
4,944,CN,CHN,China,132409,meter-gauge-132409Rl1Cjz,99,125.125.9.101,30.87,green,120.09,Celsius,18,1458444059019
6,907,GB,GBR,United Kingdom,132410,sensor-pad-132410m5kmP1b,96,158.43.28.237,51.5,green,-0.13,Celsius,28,1458444059019
9,1363,US,USA,United States,132411,device-mac-132411kCjLR,58,68.87.190.41,38.0,yellow,-97.0,Celsius,17,1458444059019
5,1220,US,USA,United States,132412,sensor-pad-132412tInp8O,46,144.223.39.42,33.64,yellow,-117.81,Celsius,20,1458444059019
7,1432,RU,RUS,Russia,132413,meter-gauge-132413ZxiSMLo,85,84.18.123.1,55.75,red,37.62,Celsius,31,1458444059019
7,962,GB,GBR,United Kingdom,132414,sensor-pad-132414L5ryl3d,87,62.244.170.20,51.5,green,-0.13,Celsius,13,1458444059019
5,1178,CN,CHN,China,132415,therm-stick-132415Hj1VojZ,39,219.142.9.102,39.93,yellow,116.39,Celsius,27,1458444059019
9,856,RU,RUS,Russia,132416,sensor-pad-132416kf0WM8,76,80.240.32.249,55.75,green,37.62,Celsius,29,1458444059019
9,1465,BR,BRA,Brazil,132417,device-mac-1324179bgEu,29,201.48.44.82,-23.55,red,-46.64,Celsius,27,1458444059019
1,1115,US,USA,United States,132418,sensor-pad-1324187uf1NTM,36,64.214.196.89,38.0,yellow,-97.0,Celsius,22,1458444059019
1,938,JP,JPN,Japan,132419,meter-gauge-132419lzDfY,61,221.30.74.1,35.69,green,139.69,Celsius,26,1458444059019
6,930,US,USA,United States,132420,sensor-pad-132420zvFfKuB,84,71.30.44.1,32.58,green,-83.63,Celsius,19,1458444059019
4,1015,BR,BRA,Brazil,132421,meter-gauge-1324210wNw3XLLL,62,201.30.70.1,-23.55,yellow,-46.64,Celsius,13,1458444059019
9,960,IT,ITA,Italy,132422,sensor-pad-132422gu1qXFFZV,57,213.158.72.129,43.71,green,10.4,Celsius,22,1458444059019
4,1552,US,USA,United States,132423,device-mac-132423RPNDHANH,98,216.217.2.217,38.0,red,-97.0,Celsius,28,1458444059019
6,1003,VN,VNM,Vietnam,132424,sensor-pad-132424GOS6HhubW,66,203.162.185.206,21.03,yellow,105.85,Celsius,15,1458444059019
3,1440,US,USA,United States,132425,therm-stick-132425hR8eul,46,12.129.0.122,38.0,red,-97.0,Celsius,21,1458444059019
4,1403,JP,JPN,Japan,132426,sensor-pad-132426lui5KsSHz,76,222.227.17.163,35.69,red,139.69,Celsius,21,1458444059019
7,823,GB,GBR,United Kingdom,132427,meter-gauge-1324277aI4JOz,62,213.120.163.13,51.5,green,-0.13,Celsius,22,1458444059019
8,1243,US,USA,United States,132428,sensor-pad-132428bwPjSkoNfs,69,66.241.216.242,39.62,yellow,-75.7,Celsius,22,1458444059019
7,1140,PL,POL,Poland,132429,device-mac-132429lBnZ2fVL,28,212.191.67.1,51.75,yellow,19.47,Celsius,29,1458444059019
2,1449,BR,BRA,Brazil,132430,sensor-pad-132430d144lKiSOe,46,200.254.109.166,-23.55,red,-46.64,Celsius,16,1458444059019
0,1060,US,USA,United States,132431,meter-gauge-132431r1x6lP6GP,28,216.203.16.207,39.95,yellow,-75.16,Celsius,21,1458444059020
4,934,CL,CHL,Chile,132432,sensor-pad-132432a9Z3Mf5,31,200.72.212.1,-33.45,green,-70.67,Celsius,15,1458444059020
9,898,SI,SVN,Slovenia,132433,meter-gauge-132433ZuPbI,95,95.176.242.73,46.0,green,15.0,Celsius,11,1458444059020
4,1293,FR,FRA,France,132434,sensor-pad-132434HnjRdV1Bq0,90,212.37.208.19,48.86,yellow,2.35,Celsius,21,1458444059020
0,1551,US,USA,United States,132435,device-mac-132435r7MuQcXyt,44,64.61.127.75,40.78,red,-73.91,Celsius,14,1458444059020
9,1598,KH,KHM,Cambodia,132436,sensor-pad-132436vBOvQ,27,111.67.111.50,13.0,red,105.0,Celsius,30,1458444059020
6,1559,KR,KOR,Republic of Korea,132437,meter-gauge-132437YxGpHfX4n,58,114.207.86.78,37.57,red,126.98,Celsius,28,1458444059020
9,1509,LK,LKA,Sri Lanka,132438,sensor-pad-132438K02JQTARA,64,222.165.184.197,7.0,red,81.0,Celsius,29,1458444059020
5,1259,US,USA,United States,132439,meter-gauge-132439iKIgx,71,131.94.237.3,25.56,yellow,-80.46,Celsius,26,1458444059020
6,1343,US,USA,United States,132440,sensor-pad-132440K03w0lAHLn,47,205.205.219.230,38.0,yellow,-97.0,Celsius,14,1458444059020
1,825,CN,CHN,China,132441,device-mac-132441smL4bI75AG,71,220.187.248.149,30.01,green,120.57,Celsius,22,1458444059020
2,1396,RO,ROU,Romania,132442,sensor-pad-132442gQvRRP,42,89.137.17.214,46.77,yellow,23.6,Celsius,16,1458444059020
6,822,TW,TWN,Taiwan,132443,meter-gauge-132443CzeGJp7Ao1,54,192.72.108.201,25.04,green,121.53,Celsius,11,1458444059020
0,1438,US,USA,United States,132444,sensor-pad-132444a5syjP8WS,34,24.96.24.1,28.01,red,-82.75,Celsius,29,1458444059020
3,1433,IT,ITA,Italy,132445,therm-stick-132445WZXbgleP,75,89.96.37.1,42.83,red,12.83,Celsius,27,1458444059020
5,1528,CA,CAN,Canada,132446,sensor-pad-132446teH7BRonaa,40,64.59.166.121,43.64,red,-79.39,Celsius,19,1458444059020
0,1512,CA,CAN,Canada,132447,device-mac-132447uAO7tF9b,38,139.142.60.9,53.54,red,-113.5,Celsius,10,1458444059020
3,1017,US,USA,United States,132448,sensor-pad-132448zFxsZhxAd,88,64.246.96.81,41.57,yellow,-83.43,Celsius,29,1458444059020
6,1396,SE,SWE,Sweden,132449,meter-gauge-1324490bLkn,71,81.233.183.1,62.51,yellow,17.37,Celsius,14,1458444059020
1,1536,IT,ITA,Italy,132450,sensor-pad-1324500UCUs7qH,81,94.47.147.65,42.83,red,12.83,Celsius,18,1458444059020
5,1529,US,USA,United States,132451,meter-gauge-132451JyZ6Ao,25,216.177.5.141,42.94,red,-71.44,Celsius,12,1458444059020
9,1494,US,USA,United States,132452,sensor-pad-132452OogFW,38,68.87.129.198,38.0,red,-97.0,Celsius,11,1458444059020
4,895,US,USA,United States,132453,device-mac-1324537JbV3d,39,71.126.252.1,42.49,green,-71.16,Celsius,23,1458444059020
9,837,AU,AUS,Australia,132454,sensor-pad-132454Ch51O0mZbp,98,210.215.158.70,-33.84,green,151.18,Celsius,28,1458444059020
2,1172,RU,RUS,Russia,132455,therm-stick-132455fE288bhzh,57,81.22.202.185,55.75,yellow,37.62,Celsius,27,1458444059020
8,988,US,USA,United States,132456,sensor-pad-132456jfJndWT,76,71.1.28.1,34.99,green,-79.23,Celsius,31,1458444059020
6,1183,DE,DEU,Germany,132457,meter-gauge-132457YqugFas,42,139.18.73.158,51.31,yellow,12.31,Celsius,16,1458444059020
8,1000,PL,POL,Poland,132458,sensor-pad-132458tyBJw,74,213.25.5.57,52.23,green,21.02,Celsius,11,1458444059020
0,1236,TZ,TZA,Tanzania,132459,device-mac-132459yS03q,74,196.1.53.1,-6.0,yellow,35.0,Celsius,33,1458444059020
6,1092,US,USA,United States,132460,sensor-pad-1324600u8g7UIgGk,60,216.187.69.243,40.69,yellow,-74.02,Celsius,11,1458444059020
9,915,IN,IND,India,132461,meter-gauge-132461KWWsxK9i5K,65,61.1.26.1,30.73,green,76.79,Celsius,23,1458444059020
0,1037,US,USA,United States,132462,sensor-pad-1324626DrWYLEUL,36,63.138.174.1,40.77,yellow,-74.49,Celsius,16,1458444059020
1,1028,FI,FIN,Finland,132463,meter-gauge-132463rb5JkQ,72,193.138.200.1,60.17,yellow,24.94,Celsius,12,1458444059020
2,1138,CN,CHN,China,132464,sensor-pad-132464j7cwIX8y,46,202.108.253.20,39.93,yellow,116.39,Celsius,16,1458444059020
8,1080,ES,ESP,Spain,132465,device-mac-132465bvyMUw46r,95,213.140.37.205,40.4,yellow,-3.68,Celsius,22,1458444059020
6,1536,SG,SGP,Singapore,132466,sensor-pad-132466apqD00BxDk,78,192.169.40.6,1.37,red,103.8,Celsius,25,1458444059020
3,1593,US,USA,United States,132467,meter-gauge-132467rtsns3YVK4,72,208.17.94.78,38.65,red,-121.54,Celsius,14,1458444059020
0,1090,JP,JPN,Japan,132468,sensor-pad-1324689ns2r,30,210.150.127.1,35.69,yellow,139.69,Celsius,12,1458444059020
8,946,US,USA,United States,132469,meter-gauge-132469hxXPpQF5x,75,198.22.124.129,38.0,green,-97.0,Celsius,11,1458444059020
9,931,US,USA,United States,132470,sensor-pad-13247048OcUkg73,44,66.162.72.157,42.18,green,-75.95,Celsius,20,1458444059020
4,1570,US,USA,United States,132471,device-mac-132471B92Gr8cJ,85,68.86.85.218,38.0,red,-97.0,Celsius,28,1458444059020
0,1336,US,USA,United States,132472,sensor-pad-132472KWx64,42,216.249.96.122,35.18,yellow,-80.85,Celsius,27,1458444059020
7,1412,CA,CAN,Canada,132473,meter-gauge-132473Kpla83NXFV,66,205.200.254.86,43.64,red,-79.39,Celsius,34,1458444059020
2,1169,IN,IND,India,132474,sensor-pad-1324742m0rA,36,202.144.74.176,20.0,yellow,77.0,Celsius,33,1458444059020
