7,1471,US,USA,United States,79591,meter-gauge-79591tgkIsSb6Q,92,207.57.3.1,39.62,red,-104.87,Celsius,34,1458444057564
4,1236,US,USA,United States,79592,sensor-pad-79592hvpV8,59,65.118.185.218,33.32,yellow,-111.82,Celsius,28,1458444057564
0,1213,US,USA,United States,79593,device-mac-7959350zE5WMD9a,97,198.136.161.93,40.76,yellow,-73.91,Celsius,32,1458444057564
6,877,NO,NOR,Norway,79594,sensor-pad-79594jjc6amcm,93,109.189.98.206,59.91,green,10.75,Celsius,22,1458444057564
4,1513,NZ,NZL,New Zealand,79595,therm-stick-79595fsBw6BV,41,203.118.188.12,-41.0,red,174.0,Celsius,19,1458444057564
8,1116,GB,GBR,United Kingdom,79596,sensor-pad-79596uCOJeyB,73,94.194.128.1,51.5,yellow,-0.13,Celsius,21,1458444057564
5,1281,US,USA,United States,79597,meter-gauge-79597EmEK4HSH,93,63.79.13.3,38.0,yellow,-97.0,Celsius,33,1458444057564
2,1583,NL,NLD,Netherlands,79598,sensor-pad-79598uaYlY,31,77.67.41.103,52.37,red,4.9,Celsius,30,1458444057564
6,952,US,USA,United States,79599,device-mac-79599jWkHDjzo,29,38.20.52.221,38.0,green,-97.0,Celsius,25,1458444057564
0,1540,BG,BGR,Bulgaria,79600,sensor-pad-79600TUxitDQJ,72,79.100.138.31,42.22,red,24.63,Celsius,29,1458444057564
1,1363,FR,FRA,France,79601,meter-gauge-79601cyAkya,53,86.206.50.1,44.77,yellow,-1.13,Celsius,12,1458444057564
8,1484,MA,MAR,Morocco,79602,sensor-pad-79602zbAMzw,90,196.206.72.1,32.0,red,-5.0,Celsius,31,1458444057564
7,914,US,USA,United States,79603,meter-gauge-79603Apwoi1B,60,204.186.240.22,40.61,green,-75.48,Celsius,14,1458444057564
1,1521,FR,FRA,France,79604,sensor-pad-79604gG3P2CY,28,87.100.114.81,48.86,red,2.35,Celsius,16,1458444057565
5,1174,CN,CHN,China,79605,device-mac-79605ya29uhC,81,221.212.26.26,45.75,yellow,126.65,Celsius,29,1458444057565
9,1336,RU,RUS,Russia,79606,sensor-pad-7960635N8t,44,194.87.219.1,55.75,yellow,37.62,Celsius,13,1458444057565
3,831,US,USA,United States,79607,meter-gauge-796075xUBdm,45,149.6.165.61,38.0,green,-97.0,Celsius,24,1458444057565
8,1272,US,USA,United States,79608,sensor-pad-796087iqJYXx,29,216.240.63.209,34.06,yellow,-118.31,Celsius,17,1458444057565
3,922,MX,MEX,Mexico,79609,meter-gauge-796096dmZgSMRMA,62,148.204.126.253,22.43,green,-102.0,Celsius,26,1458444057565
2,1204,CN,CHN,China,79610,sensor-pad-79610jKKt4izI,25,211.99.146.1,39.93,yellow,116.39,Celsius,24,1458444057565
7,1341,CN,CHN,China,79611,device-mac-79611FPTW9CM,95,219.72.0.98,39.93,yellow,116.39,Celsius,10,1458444057565
3,1063,US,USA,United States,79612,sensor-pad-79612HLcQX,91,71.99.118.1,38.0,yellow,-97.0,Celsius,32,1458444057565
1,1333,GB,GBR,United Kingdom,79613,meter-gauge-79613YbXemKD,63,83.231.235.206,51.5,yellow,-0.13,Celsius,25,1458444057565
3,1319,US,USA,"",79614,sensor-pad-796143a4f4NvOtK,72,193.127.206.134,47.0,yellow,8.0,Celsius,22,1458444057565
8,1123,US,USA,United States,79615,therm-stick-796156pnPgf8sDu,52,64.100.8.25,37.42,yellow,-121.95,Celsius,23,1458444057565
0,1343,US,USA,United States,79616,sensor-pad-79616zgDMKd,82,128.111.53.1,34.43,yellow,-119.84,Celsius,24,1458444057565
8,1024,CA,CAN,Canada,79617,device-mac-79617vb0ta11B,35,208.111.69.1,47.05,yellow,-70.89,Celsius,31,1458444057565
0,1064,US,USA,United States,79618,sensor-pad-79618CfXBZlD9HX,42,63.111.40.1,38.0,yellow,-97.0,Celsius,25,1458444057565
8,822,ES,ESP,Spain,79619,meter-gauge-79619Evp7lkDGPD,99,193.111.66.1,40.42,green,-3.7,Celsius,27,1458444057565
2,1053,PT,PRT,Portugal,79620,sensor-pad-79620VeXfq,36,213.30.25.61,38.71,yellow,-9.14,Celsius,14,1458444057565
4,859,BR,BRA,Brazil,79621,meter-gauge-79621pjAR0BlY,27,200.199.3.146,-23.55,green,-46.64,Celsius,31,1458444057565
1,1203,DE,DEU,Germany,79622,sensor-pad-79622Z2UrNXcvl,45,137.226.138.49,51.45,yellow,7.02,Celsius,22,1458444057565
3,1208,JP,JPN,Japan,79623,device-mac-7962361BtLmM,87,202.226.151.49,35.69,yellow,139.69,Celsius,19,1458444057565
3,964,IT,ITA,Italy,79624,sensor-pad-79624wEtQMCRCe,27,194.150.162.110,42.83,green,12.83,Celsius,16,1458444057565
8,1441,JP,JPN,Japan,79625,therm-stick-79625pFVZoylKpS,73,125.102.250.254,35.69,red,139.75,Celsius,15,1458444057565
5,1084,HK,HKG,Hong Kong,79626,sensor-pad-79626W0QtEc,81,123.242.225.26,22.37,yellow,114.1,Celsius,25,1458444057565
0,1275,EE,EST,Estonia,79627,meter-gauge-79627xbW6LQ4wl,96,84.50.204.115,59.43,yellow,24.73,Celsius,15,1458444057565
5,915,BR,BRA,Brazil,79628,sensor-pad-79628MRg83Aw,46,200.248.215.1,-23.55,green,-46.64,Celsius,20,1458444057565
3,852,FR,FRA,France,79629,device-mac-79629ErGljq5W,76,84.14.255.209,48.86,green,2.35,Celsius,13,1458444057565
6,1037,FR,FRA,France,79630,sensor-pad-79630d7eHv4IxhC,42,213.186.38.166,48.86,yellow,2.35,Celsius,15,1458444057565
9,1251,US,USA,United States,79631,meter-gauge-79631lucHNg,29,68.4.112.1,33.57,yellow,-117.73,Celsius,29,1458444057565
4,1382,CN,CHN,China,79632,sensor-pad-79632XAD1ltcb,97,218.4.142.1,32.06,yellow,118.78,Celsius,27,1458444057565
7,825,JP,JPN,Japan,79633,meter-gauge-79633Giroxcc17,79,58.4.110.1,35.69,green,139.75,Celsius,15,1458444057565
